"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Elected/Nominated","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"14093","Karnataka","Providing drains and gutters for public drainage","WS/MP084/2025-2026/39278","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Jaggesh (2022-28) (2022-2028)","Elected MP","21-Feb-2026","Tejas Bn","Payment Success","498229"
"14094","Karnataka","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP084/2024-2025/39345","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Jaggesh (2022-28) (2022-2028)","Elected MP","10-Jul-2024","Tejas Bn","Payment Success","499847"
"14095","Karnataka","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP084/2024-2025/39346","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Jaggesh (2022-28) (2022-2028)","Elected MP","10-Jul-2024","Tejas Bn","Payment Success","499847"
"14096","Karnataka","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP084/2024-2025/39207","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Jaggesh (2022-28) (2022-2028)","Elected MP","10-Jul-2024","Tejas Bn","Payment Success","499847"
"14097","Karnataka","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP084/2025-2026/39276","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Jaggesh (2022-28) (2022-2028)","Elected MP","21-Feb-2026","Tejas Bn","Payment Success","498555"
"14098","Karnataka","Providing drains and gutters for public drainage","WS/MP084/2024-2025/38615","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Jaggesh (2022-28) (2022-2028)","Elected MP","24-Dec-2024","Tejas Bn","Payment Success","491134"
"14099","Karnataka","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP084/2024-2025/38396","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Jaggesh (2022-28) (2022-2028)","Elected MP","22-Nov-2024","Tejas Bn","Payment Success","499400"
"14100","Karnataka","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP084/2024-2025/38397","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Jaggesh (2022-28) (2022-2028)","Elected MP","22-Nov-2024","Tejas Bn","Payment Success","499300"
"14101","Karnataka","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP084/2024-2025/38417","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Jaggesh (2022-28) (2022-2028)","Elected MP","03-Jan-2025","Tejas Bn","Payment Success","499400"
"14102","Karnataka","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP084/2024-2025/39231","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Jaggesh (2022-28) (2022-2028)","Elected MP","21-Nov-2024","Tejas Bn","Payment Success","499365"
"14103","Karnataka","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP084/2024-2025/39232","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Jaggesh (2022-28) (2022-2028)","Elected MP","21-Oct-2024","Tejas Bn","Payment Success","499365"
"14104","Karnataka","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP084/2024-2025/39229","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Jaggesh (2022-28) (2022-2028)","Elected MP","21-Oct-2024","Tejas Bn","Payment Success","498420"
"14105","Rajasthan","Installing hand pumps","WS/MP146/2024-2025/138898","DHOLPUR(DISTRICT COLLECTOR DHOLPUR_IDA)","Shri Mukul Wasnik (2022-28) (2022-2028)","Elected MP","03-Apr-2025","VINESH","Payment Success","3000"
"14106","Uttar Pradesh","Lighting of public spaces","WS/MP203/2024-2025/155522","VARANASI(DISTRICT MAGISTRAE VARANASI_IDA)","Smt. Darshana Singh (2022-28) (2022-2028)","Elected MP","22-May-2025","JMD ASSOCIATE","Payment Success","2341027"
"14107","Tamil Nadu","Construction of stadiums","WS/MP162/2023-2024/61773","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Shri S. Kalyanasundaram (2022-28) (2022-2028)","Elected MP","15-Jul-2024","MAGUDAM CONSTRUCTION","Payment Success","5186733"
"14108","Tamil Nadu","Construction of stadiums","WS/MP162/2023-2024/61773","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Shri S. Kalyanasundaram (2022-28) (2022-2028)","Elected MP","14-Nov-2024","MAGUDAM CONSTRUCTION","Payment Success","5761364"
"14109","Tamil Nadu","Construction of stadiums","WS/MP162/2023-2024/61773","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Shri S. Kalyanasundaram (2022-28) (2022-2028)","Elected MP","04-Feb-2025","MAGUDAM CONSTRUCTION","Payment Success","28750"
"14110","Andhra Pradesh","Construction of rooms and halls in school and colleges","WS/MP18428/2025-2026/229684","Sri Potti Sriramulu Nellore(DISTRICT COLLECTOR NELLORE_IDA)","Shri Masthan Rao Yadav Beedha (2024-28) (2024-2028)","Elected MP","09-Jul-2026","SBR AND CO CONSTRUCTIONS","Payment Success","1783376"
"14111","Nagaland","Construction of public toilets and bathrooms","WS/MP233/2024-2025/56847","PEREN(Deputy Commissioner Peren_IDA)","Smt. S. Phangnon Konyak (2022-28) (2022-2028)","Elected MP","08-Aug-2024","MELANDIALLIU NBUNG","Payment Success","500000"
"14112","Nagaland","Construction of public toilets and bathrooms","WS/MP233/2024-2025/56847","PEREN(Deputy Commissioner Peren_IDA)","Smt. S. Phangnon Konyak (2022-28) (2022-2028)","Elected MP","10-Sep-2024","MELANDIALLIU NBUNG","Payment Success","500000"
"14113","Kerala","Purchase of books and periodicals for libraries/digitization of library books","WS/MP102/2025-2026/259017","PALAKKAD(DISTRICT COLLECTOR PALAKKAD_IDA)","Smt. Jebi Mather Hisham (2022-28) (2022-2028)","Elected MP","04-May-2026","Ravi Dc","Payment Success","110000"
"14114","Karnataka","Providing drains and gutters for public drainage","WS/MP084/2025-2026/39277","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Jaggesh (2022-28) (2022-2028)","Elected MP","12-Mar-2026","LINGARAJ YADAV J","Payment Success","498998"
"14115","Karnataka","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP084/2024-2025/39273","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Jaggesh (2022-28) (2022-2028)","Elected MP","11-Jul-2024","LINGARAJ YADAV J","Payment Success","499754"
"14116","Karnataka","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP084/2024-2025/39274","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Jaggesh (2022-28) (2022-2028)","Elected MP","11-Jul-2024","LINGARAJ YADAV J","Payment Success","499669"
"14117","Karnataka","Providing drains and gutters for public drainage","WS/MP084/2025-2026/39275","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Jaggesh (2022-28) (2022-2028)","Elected MP","17-Sep-2025","LINGARAJ YADAV J","Payment Success","499660"
"14118","Karnataka","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP084/2024-2025/39230","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Jaggesh (2022-28) (2022-2028)","Elected MP","21-Oct-2024","LINGARAJ YADAV J","Payment Success","498901"
"14119","Karnataka","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP084/2024-2025/39235","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Jaggesh (2022-28) (2022-2028)","Elected MP","22-Nov-2024","LINGARAJ YADAV J","Payment Success","499365"
"14120","Karnataka","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP084/2024-2025/39236","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Jaggesh (2022-28) (2022-2028)","Elected MP","28-Jul-2025","LINGARAJ YADAV J","Payment Success","499365"
"14121","Karnataka","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP084/2024-2025/39238","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Jaggesh (2022-28) (2022-2028)","Elected MP","28-Jul-2025","LINGARAJ YADAV J","Payment Success","498480"
"14122","Madhya Pradesh","Construction of buildings for community cultural activities","WS/MP106/2024-2025/138438","JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","03-Mar-2025","GP Padwar","Payment Success","300000"
"14123","Madhya Pradesh","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP106/2025-2026/206954","JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","10-Sep-2025","GP Badaiyakheda","Payment Success","350000"
"14124","Odisha","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP131/2023-2024/75816","Sundaragada(DISTRICT COLLECTOR SUNDARGARH_IDA)","Dr. Sasmit Patra (2022-28) (2022-2028)","Elected MP","31-Jul-2024","SUCHITRA KUMAR PATEL","Payment Success","400000"
"14125","Madhya Pradesh","Construction of community centers and community halls","WS/MP106/2025-2026/206958","JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","10-Sep-2025","GP Mahagwan Dunga","Payment Success","200000"
"14126","Andhra Pradesh","Purchase of hospital equipment","WS/MP032/2023-2024/68127","Visakhapatnam(DISTRICT COLLECTOR VISAKHAPATNAM_IDA)","Shri S Niranjan Reddy (2022-28) (2022-2028)","Elected MP","22-Apr-2026","Andhra Pradesh Medtech zone Ltd","Payment Success","1120000"
"14127","Rajasthan","Installing hand pumps","WS/MP146/2024-2025/138376","DHOLPUR(DISTRICT COLLECTOR DHOLPUR_IDA)","Shri Mukul Wasnik (2022-28) (2022-2028)","Elected MP","03-Apr-2025","RAMESHWAR","Payment Success","3000"
"14128","Rajasthan","Installing hand pumps","WS/MP146/2024-2025/138520","DHOLPUR(DISTRICT COLLECTOR DHOLPUR_IDA)","Shri Mukul Wasnik (2022-28) (2022-2028)","Elected MP","03-Apr-2025","HEM SINGH","Payment Success","3000"
"14129","Rajasthan","Installing hand pumps","WS/MP146/2024-2025/138384","DHOLPUR(DISTRICT COLLECTOR DHOLPUR_IDA)","Shri Mukul Wasnik (2022-28) (2022-2028)","Elected MP","03-Apr-2025","DURAGIYA","Payment Success","3000"
"14130","Rajasthan","Installing hand pumps","WS/MP146/2024-2025/138371","DHOLPUR(DISTRICT COLLECTOR DHOLPUR_IDA)","Shri Mukul Wasnik (2022-28) (2022-2028)","Elected MP","03-Apr-2025","POOJA DEVI","Payment Success","3000"
"14131","Tamil Nadu","Construction of bus-sheds or bus-stops","WS/MP165/2024-2025/96033","SIVAGANGA(DISTRICT COLLECTOR SIVAGANGA_IDA)","Shri P. Chidambaram (2022-28) (2022-2028)","Elected MP","08-Jan-2025","NASSAR F","Payment Success","512459"
"14132","Tamil Nadu","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP165/2024-2025/96034","SIVAGANGA(DISTRICT COLLECTOR SIVAGANGA_IDA)","Shri P. Chidambaram (2022-28) (2022-2028)","Elected MP","20-Jul-2024","NASSAR F","Payment Success","400000"
"14133","Andhra Pradesh","Street lights","WS/MP840/2024-2025/109221","NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA)","Shri V. Vijayendra Prasad (2022-28) (2022-2028)","Nominated MP","26-Jul-2024","VISLAVATH SANJEEV","Payment Success","150000"
"14134","Andhra Pradesh","Street lights","WS/MP840/2024-2025/109225","NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA)","Shri V. Vijayendra Prasad (2022-28) (2022-2028)","Nominated MP","18-Sep-2024","VISLAVATH SANJEEV","Payment Success","150000"
"14135","Andhra Pradesh","Street lights","WS/MP840/2024-2025/109227","NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA)","Shri V. Vijayendra Prasad (2022-28) (2022-2028)","Nominated MP","26-Jul-2024","VISLAVATH SANJEEV","Payment Success","150000"
"14136","Andhra Pradesh","Street lights","WS/MP840/2024-2025/109229","NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA)","Shri V. Vijayendra Prasad (2022-28) (2022-2028)","Nominated MP","26-Jul-2024","VISLAVATH SANJEEV","Payment Success","150000"
"14137","Andhra Pradesh","Street lights","WS/MP840/2024-2025/109231","NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA)","Shri V. Vijayendra Prasad (2022-28) (2022-2028)","Nominated MP","26-Jul-2024","VISLAVATH SANJEEV","Payment Success","150000"
"14138","Andhra Pradesh","Street lights","WS/MP840/2024-2025/109232","NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA)","Shri V. Vijayendra Prasad (2022-28) (2022-2028)","Nominated MP","19-Jul-2024","VISLAVATH SANJEEV","Payment Success","150000"
"14139","Andhra Pradesh","Street lights","WS/MP840/2024-2025/109234","NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA)","Shri V. Vijayendra Prasad (2022-28) (2022-2028)","Nominated MP","19-Jul-2024","VISLAVATH SANJEEV","Payment Success","150000"
"14140","Andhra Pradesh","Street lights","WS/MP840/2024-2025/109236","NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA)","Shri V. Vijayendra Prasad (2022-28) (2022-2028)","Nominated MP","19-Jul-2024","VISLAVATH SANJEEV","Payment Success","150000"
"14141","Andhra Pradesh","Street lights","WS/MP840/2024-2025/109260","NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA)","Shri V. Vijayendra Prasad (2022-28) (2022-2028)","Nominated MP","19-Jul-2024","VISLAVATH SANJEEV","Payment Success","150000"
"14142","Andhra Pradesh","Street lights","WS/MP840/2024-2025/109263","NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA)","Shri V. Vijayendra Prasad (2022-28) (2022-2028)","Nominated MP","19-Jul-2024","VISLAVATH SANJEEV","Payment Success","150000"
"14143","Andhra Pradesh","Street lights","WS/MP840/2024-2025/109271","NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA)","Shri V. Vijayendra Prasad (2022-28) (2022-2028)","Nominated MP","19-Jul-2024","VISLAVATH SANJEEV","Payment Success","150000"
"14144","Andhra Pradesh","Street lights","WS/MP840/2024-2025/109272","NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA)","Shri V. Vijayendra Prasad (2022-28) (2022-2028)","Nominated MP","19-Jul-2024","VISLAVATH SANJEEV","Payment Success","150000"
"14145","Andhra Pradesh","Street lights","WS/MP840/2024-2025/109273","NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA)","Shri V. Vijayendra Prasad (2022-28) (2022-2028)","Nominated MP","14-Aug-2024","DARAVATH DEVU SINGH","Payment Success","150000"
"14146","Andhra Pradesh","Street lights","WS/MP840/2024-2025/109274","NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA)","Shri V. Vijayendra Prasad (2022-28) (2022-2028)","Nominated MP","19-Jul-2024","DARAVATH DEVU SINGH","Payment Success","150000"
"14147","Andhra Pradesh","Street lights","WS/MP840/2024-2025/109275","NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA)","Shri V. Vijayendra Prasad (2022-28) (2022-2028)","Nominated MP","19-Jul-2024","DARAVATH DEVU SINGH","Payment Success","150000"
"14148","Andhra Pradesh","Street lights","WS/MP840/2024-2025/109276","NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA)","Shri V. Vijayendra Prasad (2022-28) (2022-2028)","Nominated MP","19-Jul-2024","DARAVATH DEVU SINGH","Payment Success","150000"
"14149","Andhra Pradesh","Street lights","WS/MP840/2024-2025/109277","NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA)","Shri V. Vijayendra Prasad (2022-28) (2022-2028)","Nominated MP","19-Jul-2024","DARAVATH DEVU SINGH","Payment Success","150000"
"14150","Andhra Pradesh","Street lights","WS/MP840/2024-2025/109279","NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA)","Shri V. Vijayendra Prasad (2022-28) (2022-2028)","Nominated MP","19-Jul-2024","DARAVATH DEVU SINGH","Payment Success","150000"
"14151","Andhra Pradesh","Street lights","WS/MP840/2024-2025/109280","NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA)","Shri V. Vijayendra Prasad (2022-28) (2022-2028)","Nominated MP","23-Jul-2024","DARAVATH DEVU SINGH","Payment Success","150000"
"14152","Andhra Pradesh","Street lights","WS/MP840/2024-2025/109281","NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA)","Shri V. Vijayendra Prasad (2022-28) (2022-2028)","Nominated MP","23-Jul-2024","DARAVATH DEVU SINGH","Payment Success","150000"
"14153","Andhra Pradesh","Street lights","WS/MP840/2024-2025/109288","NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA)","Shri V. Vijayendra Prasad (2022-28) (2022-2028)","Nominated MP","23-Jul-2024","DARAVATH DEVU SINGH","Payment Success","150000"
"14154","Andhra Pradesh","Street lights","WS/MP840/2024-2025/109289","NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA)","Shri V. Vijayendra Prasad (2022-28) (2022-2028)","Nominated MP","26-Jul-2024","DARAVATH DEVU SINGH","Payment Success","150000"
"14155","Andhra Pradesh","Street lights","WS/MP840/2024-2025/109095","NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA)","Shri V. Vijayendra Prasad (2022-28) (2022-2028)","Nominated MP","19-Jul-2024","KAVITHA BADHAVATH","Payment Success","150000"
"14156","Andhra Pradesh","Street lights","WS/MP840/2024-2025/109124","NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA)","Shri V. Vijayendra Prasad (2022-28) (2022-2028)","Nominated MP","19-Jul-2024","KAVITHA BADHAVATH","Payment Success","150000"
"14157","Andhra Pradesh","Street lights","WS/MP840/2024-2025/109135","NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA)","Shri V. Vijayendra Prasad (2022-28) (2022-2028)","Nominated MP","19-Jul-2024","KAVITHA BADHAVATH","Payment Success","150000"
"14158","Andhra Pradesh","Street lights","WS/MP840/2024-2025/109138","NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA)","Shri V. Vijayendra Prasad (2022-28) (2022-2028)","Nominated MP","19-Jul-2024","KAVITHA BADHAVATH","Payment Success","150000"
"14159","Andhra Pradesh","Street lights","WS/MP840/2024-2025/109140","NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA)","Shri V. Vijayendra Prasad (2022-28) (2022-2028)","Nominated MP","19-Jul-2024","KAVITHA BADHAVATH","Payment Success","150000"
"14160","Andhra Pradesh","Street lights","WS/MP840/2024-2025/109144","NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA)","Shri V. Vijayendra Prasad (2022-28) (2022-2028)","Nominated MP","26-Jul-2024","KAVITHA BADHAVATH","Payment Success","150000"
"14161","Andhra Pradesh","Street lights","WS/MP840/2024-2025/109148","NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA)","Shri V. Vijayendra Prasad (2022-28) (2022-2028)","Nominated MP","26-Jul-2024","KAVITHA BADHAVATH","Payment Success","150000"
"14162","Andhra Pradesh","Street lights","WS/MP840/2024-2025/109187","NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA)","Shri V. Vijayendra Prasad (2022-28) (2022-2028)","Nominated MP","06-Jan-2025","KAVITHA BADHAVATH","Payment Success","150000"
"14163","Andhra Pradesh","Street lights","WS/MP840/2024-2025/109190","NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA)","Shri V. Vijayendra Prasad (2022-28) (2022-2028)","Nominated MP","26-Jul-2024","KAVITHA BADHAVATH","Payment Success","150000"
"14164","Andhra Pradesh","Street lights","WS/MP840/2024-2025/109197","NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA)","Shri V. Vijayendra Prasad (2022-28) (2022-2028)","Nominated MP","26-Jul-2024","KAVITHA BADHAVATH","Payment Success","150000"
"14165","Andhra Pradesh","Street lights","WS/MP840/2024-2025/109199","NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA)","Shri V. Vijayendra Prasad (2022-28) (2022-2028)","Nominated MP","26-Jul-2024","KAVITHA BADHAVATH","Payment Success","150000"
"14166","Andhra Pradesh","Street lights","WS/MP840/2024-2025/109204","NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA)","Shri V. Vijayendra Prasad (2022-28) (2022-2028)","Nominated MP","26-Jul-2024","KAVITHA BADHAVATH","Payment Success","150000"
"14167","Himachal Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP078/2023-2024/25202","MANDI(DEPUTY COMMISSIONER MANDI_IDA)","Dr. Sikander Kumar (2022-28) (2022-2028)","Elected MP","05-Sep-2024","gram panchayat nalag","Payment Success","150000"
"14168","Himachal Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP078/2023-2024/25202","MANDI(DEPUTY COMMISSIONER MANDI_IDA)","Dr. Sikander Kumar (2022-28) (2022-2028)","Elected MP","02-Feb-2026","gram panchayat nalag","Payment Success","129755"
"14169","Kerala","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP842/2024-2025/113624","KOZHIKODE(DISTRICT COLLECTOR KOZHIKODE_IDA)","Smt. P. T. Usha (2022-28) (2022-2028)","Nominated MP","30-Jul-2025","KJLCCS LTD","Payment Success","347611"
