"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Constituency","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"369","Madhya Pradesh","Lighting of public spaces","WS/MP18109/2025-2026/240682","SIDHI(DISTRICT COLLECTOR SIDHI_IDA)","DR. RAJESH MISHRA","SIDHI","25-Aug-2026","SE O and M MPPKVVCL SIDHI","Payment In-Progress","39132"
"370","Madhya Pradesh","Lighting of public spaces","WS/MP18109/2025-2026/240683","SIDHI(DISTRICT COLLECTOR SIDHI_IDA)","DR. RAJESH MISHRA","SIDHI","14-Aug-2026","SE O and M MPPKVVCL SIDHI","Payment In-Progress","290193"
"371","Madhya Pradesh","Lighting of public spaces","WS/MP18109/2025-2026/240684","SIDHI(DISTRICT COLLECTOR SIDHI_IDA)","DR. RAJESH MISHRA","SIDHI","11-Aug-2026","SE O and M MPPKVVCL SIDHI","Payment In-Progress","345085"
"372","Madhya Pradesh","Lighting of public spaces","WS/MP18109/2025-2026/240685","SIDHI(DISTRICT COLLECTOR SIDHI_IDA)","DR. RAJESH MISHRA","SIDHI","14-Aug-2026","SE O and M MPPKVVCL SIDHI","Payment In-Progress","776983"
"373","Madhya Pradesh","Lighting of public spaces","WS/MP18109/2025-2026/240686","SIDHI(DISTRICT COLLECTOR SIDHI_IDA)","DR. RAJESH MISHRA","SIDHI","10-Aug-2026","SE O and M MPPKVVCL SIDHI","Payment In-Progress","308487"
"374","Madhya Pradesh","Lighting of public spaces","WS/MP18109/2025-2026/240687","SIDHI(DISTRICT COLLECTOR SIDHI_IDA)","DR. RAJESH MISHRA","SIDHI","18-Aug-2026","SE O and M MPPKVVCL SIDHI","Payment In-Progress","80296"
"375","Madhya Pradesh","Lighting of public spaces","WS/MP18109/2025-2026/240688","SIDHI(DISTRICT COLLECTOR SIDHI_IDA)","DR. RAJESH MISHRA","SIDHI","18-Aug-2026","SE O and M MPPKVVCL SIDHI","Payment In-Progress","29584"
"376","Madhya Pradesh","Lighting of public spaces","WS/MP18109/2025-2026/240689","SIDHI(DISTRICT COLLECTOR SIDHI_IDA)","DR. RAJESH MISHRA","SIDHI","18-Aug-2026","SE O and M MPPKVVCL SIDHI","Payment In-Progress","70330"
"377","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP468/2025-2026/235859","JHANSI(DISTRICT MAGISTRAE JHANSI_IDA)","Anurag Sharma","JHANSI","21-Aug-2026","OM PRAKASH ARYA","Payment In-Progress","124876"
"378","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP468/2025-2026/235878","JHANSI(DISTRICT MAGISTRAE JHANSI_IDA)","Anurag Sharma","JHANSI","21-Aug-2026","OM PRAKASH ARYA","Payment In-Progress","124851"
"379","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP468/2025-2026/235769","JHANSI(DISTRICT MAGISTRAE JHANSI_IDA)","Anurag Sharma","JHANSI","21-Aug-2026","OM PRAKASH ARYA","Payment In-Progress","62256"
"380","Uttar Pradesh","Construction of boundary walls of existing public and community buildings","WS/MP18232/2026-2027/232685","MUZAFFARNAGAR(DISTRICT MAGISTRATE MUZAFFARNAGAR_IDA)","HARENDRA SINGH MALIK","MUZAFFARNAGAR","23-Aug-2026","Khand vikas adhari","Payment In-Progress","75442"
"381","Uttar Pradesh","Lighting of public spaces","WS/MP18404/2025-2026/251687","BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA)","CHANDRA SHEKHAR","NAGINA(SC)","24-Mar-2026","Gul Ahmad Contractor","Payment In-Progress","26819"
"382","Uttar Pradesh","Lighting of public spaces","WS/MP18404/2025-2026/251688","BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA)","CHANDRA SHEKHAR","NAGINA(SC)","24-Mar-2026","Gul Ahmad Contractor","Payment In-Progress","26819"
"383","Uttar Pradesh","Lighting of public spaces","WS/MP18404/2025-2026/251689","BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA)","CHANDRA SHEKHAR","NAGINA(SC)","24-Mar-2026","Gul Ahmad Contractor","Payment In-Progress","26819"
"384","Uttar Pradesh","Lighting of public spaces","WS/MP18404/2025-2026/251690","BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA)","CHANDRA SHEKHAR","NAGINA(SC)","24-Mar-2026","Gul Ahmad Contractor","Payment In-Progress","26819"
"385","Uttar Pradesh","Lighting of public spaces","WS/MP18404/2025-2026/251691","BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA)","CHANDRA SHEKHAR","NAGINA(SC)","24-Mar-2026","Gul Ahmad Contractor","Payment In-Progress","26819"
"386","Uttar Pradesh","Lighting of public spaces","WS/MP18404/2025-2026/251692","BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA)","CHANDRA SHEKHAR","NAGINA(SC)","24-Mar-2026","Gul Ahmad Contractor","Payment In-Progress","26819"
"387","Uttar Pradesh","Lighting of public spaces","WS/MP18404/2025-2026/251693","BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA)","CHANDRA SHEKHAR","NAGINA(SC)","24-Mar-2026","Gul Ahmad Contractor","Payment In-Progress","26819"
"388","Uttar Pradesh","Lighting of public spaces","WS/MP18404/2025-2026/251694","BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA)","CHANDRA SHEKHAR","NAGINA(SC)","24-Mar-2026","Gul Ahmad Contractor","Payment In-Progress","26819"
"389","Uttar Pradesh","Lighting of public spaces","WS/MP18404/2025-2026/251695","BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA)","CHANDRA SHEKHAR","NAGINA(SC)","24-Mar-2026","Gul Ahmad Contractor","Payment In-Progress","26819"
"390","Uttar Pradesh","Lighting of public spaces","WS/MP18404/2025-2026/251696","BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA)","CHANDRA SHEKHAR","NAGINA(SC)","23-Mar-2026","Gul Ahmad Contractor","Payment In-Progress","26819"
"391","Uttar Pradesh","Lighting of public spaces","WS/MP18404/2025-2026/251697","BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA)","CHANDRA SHEKHAR","NAGINA(SC)","23-Mar-2026","Gul Ahmad Contractor","Payment In-Progress","26819"
"392","Uttar Pradesh","Lighting of public spaces","WS/MP18404/2025-2026/251698","BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA)","CHANDRA SHEKHAR","NAGINA(SC)","23-Mar-2026","Gul Ahmad Contractor","Payment In-Progress","26819"
"393","Uttar Pradesh","Lighting of public spaces","WS/MP18404/2025-2026/251699","BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA)","CHANDRA SHEKHAR","NAGINA(SC)","23-Mar-2026","Gul Ahmad Contractor","Payment In-Progress","26819"
"394","Uttar Pradesh","Lighting of public spaces","WS/MP18404/2025-2026/251700","BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA)","CHANDRA SHEKHAR","NAGINA(SC)","23-Mar-2026","Gul Ahmad Contractor","Payment In-Progress","26819"
"395","Uttar Pradesh","Lighting of public spaces","WS/MP18404/2025-2026/251701","BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA)","CHANDRA SHEKHAR","NAGINA(SC)","23-Mar-2026","Gul Ahmad Contractor","Payment In-Progress","26819"
"396","Uttar Pradesh","Lighting of public spaces","WS/MP18404/2025-2026/251702","BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA)","CHANDRA SHEKHAR","NAGINA(SC)","23-Mar-2026","Gul Ahmad Contractor","Payment In-Progress","26819"
"397","Uttar Pradesh","Lighting of public spaces","WS/MP18404/2025-2026/251703","BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA)","CHANDRA SHEKHAR","NAGINA(SC)","23-Mar-2026","Gul Ahmad Contractor","Payment In-Progress","26819"
"398","Uttar Pradesh","Lighting of public spaces","WS/MP18404/2025-2026/251704","BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA)","CHANDRA SHEKHAR","NAGINA(SC)","23-Mar-2026","Gul Ahmad Contractor","Payment In-Progress","26819"
"399","Uttar Pradesh","Lighting of public spaces","WS/MP18404/2025-2026/251705","BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA)","CHANDRA SHEKHAR","NAGINA(SC)","23-Mar-2026","Gul Ahmad Contractor","Payment In-Progress","26819"
"400","Uttar Pradesh","Lighting of public spaces","WS/MP18404/2025-2026/251706","BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA)","CHANDRA SHEKHAR","NAGINA(SC)","23-Mar-2026","Gul Ahmad Contractor","Payment In-Progress","26819"
"401","Uttar Pradesh","Lighting of public spaces","WS/MP18404/2025-2026/251707","BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA)","CHANDRA SHEKHAR","NAGINA(SC)","23-Mar-2026","Gul Ahmad Contractor","Payment In-Progress","26819"
"402","Uttar Pradesh","Lighting of public spaces","WS/MP18404/2025-2026/251708","BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA)","CHANDRA SHEKHAR","NAGINA(SC)","23-Mar-2026","Gul Ahmad Contractor","Payment In-Progress","26819"
"403","Uttar Pradesh","Lighting of public spaces","WS/MP18404/2025-2026/251709","BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA)","CHANDRA SHEKHAR","NAGINA(SC)","23-Mar-2026","Gul Ahmad Contractor","Payment In-Progress","26819"
"404","Uttar Pradesh","Lighting of public spaces","WS/MP18404/2025-2026/251710","BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA)","CHANDRA SHEKHAR","NAGINA(SC)","23-Mar-2026","Gul Ahmad Contractor","Payment In-Progress","26819"
"405","Uttar Pradesh","Lighting of public spaces","WS/MP18404/2025-2026/251711","BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA)","CHANDRA SHEKHAR","NAGINA(SC)","23-Mar-2026","Gul Ahmad Contractor","Payment In-Progress","26819"
"406","Uttar Pradesh","Lighting of public spaces","WS/MP18404/2025-2026/251729","BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA)","CHANDRA SHEKHAR","NAGINA(SC)","23-Mar-2026","Gul Ahmad Contractor","Payment In-Progress","26819"
"407","Uttar Pradesh","Lighting of public spaces","WS/MP18404/2025-2026/251730","BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA)","CHANDRA SHEKHAR","NAGINA(SC)","23-Mar-2026","Gul Ahmad Contractor","Payment In-Progress","26819"
"408","Uttar Pradesh","Lighting of public spaces","WS/MP18404/2025-2026/251731","BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA)","CHANDRA SHEKHAR","NAGINA(SC)","23-Mar-2026","Gul Ahmad Contractor","Payment In-Progress","26819"
"409","Uttar Pradesh","Lighting of public spaces","WS/MP18404/2025-2026/251732","BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA)","CHANDRA SHEKHAR","NAGINA(SC)","23-Mar-2026","Gul Ahmad Contractor","Payment In-Progress","26819"
"410","Uttar Pradesh","Lighting of public spaces","WS/MP18404/2025-2026/251733","BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA)","CHANDRA SHEKHAR","NAGINA(SC)","23-Mar-2026","Gul Ahmad Contractor","Payment In-Progress","26819"
"411","Uttar Pradesh","Lighting of public spaces","WS/MP18404/2025-2026/251734","BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA)","CHANDRA SHEKHAR","NAGINA(SC)","24-Mar-2026","Gul Ahmad Contractor","Payment In-Progress","26819"
"412","Uttar Pradesh","Lighting of public spaces","WS/MP18404/2025-2026/251735","BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA)","CHANDRA SHEKHAR","NAGINA(SC)","24-Mar-2026","Gul Ahmad Contractor","Payment In-Progress","26819"
"413","Uttar Pradesh","Lighting of public spaces","WS/MP18404/2025-2026/251736","BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA)","CHANDRA SHEKHAR","NAGINA(SC)","24-Mar-2026","Gul Ahmad Contractor","Payment In-Progress","26819"
"414","Uttar Pradesh","Lighting of public spaces","WS/MP18404/2025-2026/251737","BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA)","CHANDRA SHEKHAR","NAGINA(SC)","24-Mar-2026","Gul Ahmad Contractor","Payment In-Progress","26819"
"415","Uttar Pradesh","Lighting of public spaces","WS/MP18404/2025-2026/251739","BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA)","CHANDRA SHEKHAR","NAGINA(SC)","23-Mar-2026","Gul Ahmad Contractor","Payment In-Progress","26819"
"416","Uttar Pradesh","Lighting of public spaces","WS/MP18404/2025-2026/251740","BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA)","CHANDRA SHEKHAR","NAGINA(SC)","23-Mar-2026","Gul Ahmad Contractor","Payment In-Progress","26819"
"417","Uttar Pradesh","Lighting of public spaces","WS/MP18404/2025-2026/251741","BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA)","CHANDRA SHEKHAR","NAGINA(SC)","24-Mar-2026","Gul Ahmad Contractor","Payment In-Progress","26819"
"418","Uttar Pradesh","Lighting of public spaces","WS/MP18404/2025-2026/251742","BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA)","CHANDRA SHEKHAR","NAGINA(SC)","24-Mar-2026","Gul Ahmad Contractor","Payment In-Progress","26819"
"419","Uttar Pradesh","Lighting of public spaces","WS/MP18404/2025-2026/251744","BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA)","CHANDRA SHEKHAR","NAGINA(SC)","24-Mar-2026","Gul Ahmad Contractor","Payment In-Progress","26819"
"420","Uttar Pradesh","Lighting of public spaces","WS/MP18404/2025-2026/251745","BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA)","CHANDRA SHEKHAR","NAGINA(SC)","24-Mar-2026","Gul Ahmad Contractor","Payment In-Progress","26819"
"421","Uttar Pradesh","Lighting of public spaces","WS/MP18404/2025-2026/251746","BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA)","CHANDRA SHEKHAR","NAGINA(SC)","24-Mar-2026","Gul Ahmad Contractor","Payment In-Progress","26819"
"422","Uttar Pradesh","Lighting of public spaces","WS/MP18404/2025-2026/251747","BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA)","CHANDRA SHEKHAR","NAGINA(SC)","24-Mar-2026","Gul Ahmad Contractor","Payment In-Progress","26819"
"423","Uttar Pradesh","Lighting of public spaces","WS/MP18404/2025-2026/251748","BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA)","CHANDRA SHEKHAR","NAGINA(SC)","24-Mar-2026","Gul Ahmad Contractor","Payment In-Progress","26819"
"424","Uttar Pradesh","Lighting of public spaces","WS/MP18404/2025-2026/251750","BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA)","CHANDRA SHEKHAR","NAGINA(SC)","24-Mar-2026","Gul Ahmad Contractor","Payment In-Progress","26819"
"425","Uttar Pradesh","Lighting of public spaces","WS/MP18404/2025-2026/251751","BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA)","CHANDRA SHEKHAR","NAGINA(SC)","24-Mar-2026","Gul Ahmad Contractor","Payment In-Progress","26819"
"426","Uttar Pradesh","Lighting of public spaces","WS/MP18404/2025-2026/251592","BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA)","CHANDRA SHEKHAR","NAGINA(SC)","24-Mar-2026","Gul Ahmad Contractor","Payment In-Progress","26819"
"427","Uttar Pradesh","Lighting of public spaces","WS/MP18404/2025-2026/251593","BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA)","CHANDRA SHEKHAR","NAGINA(SC)","24-Mar-2026","Gul Ahmad Contractor","Payment In-Progress","26819"
